run_id,model,role_id,replicate,source_file,reported_citation,canonical_candidate,ground_truth_status,cochrane_study_label,design,identity_issue,notes
claude-clinician-1,claude,clinician,1,reviews/CD015934/claude-clinician-1.md,Prochaska 2014 inpatient-psychiatry trial,Prochaska 2014 inpatient-psychiatry trial,included,Prochaska 2014,RCT,0,"The NCT00136812 registry, primary outcome report, and Barnett cost-effectiveness report are grouped as one study cluster."
claude-clinician-1,claude,clinician,1,reviews/CD015934/claude-clinician-1.md,Stockings 2014 postdischarge-support trial,Stockings 2014 postdischarge-support trial,included,Stockings 2014,RCT,0,The Stockings 2011 protocol and 2014 outcome report are one study cluster.
claude-clinician-1,claude,clinician,1,reviews/CD015934/claude-clinician-1.md,Metse 2017 multisite trial,Metse 2017 multisite trial,included,Metse 2017,multisite RCT,0,"The trial registrations, protocol, outcome report, and linked process analyses are grouped as one study cluster."
claude-clinician-1,claude,clinician,1,reviews/CD015934/claude-clinician-1.md,Helping HAND 2,Helping HAND 2,outside_other,,general-hospital RCT,0,Responses also identify this trial through the Rigotti 2014 sustained-care report.
claude-clinician-1,claude,clinician,1,reviews/CD015934/claude-clinician-1.md,"Japuntich, Hammett, Rogers et al. 2021",Brown 2021 (Helping HAND 3),included,Brown 2021,cluster-randomized trial,1,"The response attributes Helping HAND 3 to Japuntich, Hammett, and Rogers; Brown is the lead author.; The Hecht 2019 protocol and Brown 2021 results report are one trial cluster."
claude-clinician-1,claude,clinician,1,reviews/CD015934/claude-clinician-1.md,White et al. 2026 digital pilot,Bennett 2020 / Bennett 2026 digital-intervention pilot,cochrane_ongoing,Bennett 2020,randomized pilot trial,1,The response attributes the 2026 digital-pilot report to White; Bennett is the lead author.; The source package classifies the registry as ongoing; responses cite the post-review 2026 results publication.
claude-clinician-1,claude,clinician,1,reviews/CD015934/claude-clinician-1.md,Ganhão 2021 inpatient NRT evaluation,Ganhão 2021 inpatient NRT evaluation,outside_observational,,prospective feasibility evaluation,0,
claude-clinician-1,claude,clinician,1,reviews/CD015934/claude-clinician-1.md,Baker 2006 psychotic-disorder cessation trial,Baker 2006 psychotic-disorder cessation trial,outside_other,,community-based RCT,0,
claude-clinician-1,claude,clinician,1,reviews/CD015934/claude-clinician-1.md,Hall depressed-outpatient cessation trial,Hall depressed-outpatient cessation trial,unresolved,,outpatient trial,0,The response does not provide enough bibliographic detail to resolve a unique report.
claude-clinician-1,claude,clinician,1,reviews/CD015934/claude-clinician-1.md,SCIMITAR/SCIMITAR+,SCIMITAR/SCIMITAR+,cochrane_excluded,Peckham 2019,community-based RCT,0,
claude-clinician-1,claude,clinician,1,reviews/CD015934/claude-clinician-1.md,Prochaska NCT00968513 brief-versus-extended treatment trial,Prochaska NCT00968513 brief-versus-extended treatment trial,cochrane_excluded,Prochaska 2009,RCT registry/conference report,0,
claude-clinician-2,claude,clinician,2,reviews/CD015934/claude-clinician-2.md,Prochaska 2004 inpatient tobacco-treatment audit,Prochaska 2004 inpatient tobacco-treatment audit,outside_observational,,retrospective chart review,0,
claude-clinician-2,claude,clinician,2,reviews/CD015934/claude-clinician-2.md,Prochaska 2014 inpatient-psychiatry trial,Prochaska 2014 inpatient-psychiatry trial,included,Prochaska 2014,RCT,0,"The NCT00136812 registry, primary outcome report, and Barnett cost-effectiveness report are grouped as one study cluster."
claude-clinician-2,claude,clinician,2,reviews/CD015934/claude-clinician-2.md,Stockings 2014 postdischarge-support trial,Stockings 2014 postdischarge-support trial,included,Stockings 2014,RCT,0,The Stockings 2011 protocol and 2014 outcome report are one study cluster.
claude-clinician-2,claude,clinician,2,reviews/CD015934/claude-clinician-2.md,"Metse, Wye, Svanes et al. 2017",Metse 2017 multisite trial,included,Metse 2017,multisite RCT,1,"The response gives a conflicting author list for the Metse 2017 report, including Svanes.; The trial registrations, protocol, outcome report, and linked process analyses are grouped as one study cluster."
claude-clinician-2,claude,clinician,2,reviews/CD015934/claude-clinician-2.md,Brown 2021 (Helping HAND 3),Brown 2021 (Helping HAND 3),included,Brown 2021,cluster-randomized trial,0,The Hecht 2019 protocol and Brown 2021 results report are one trial cluster.
