run_id,model,role_id,replicate,source_file,reported_citation,canonical_candidate,ground_truth_status,cochrane_study_label,design,identity_issue,notes
claude-clinician-1,claude,clinician,1,reviews/CD000510/claude-clinician-1.md,"Kendig JW, Notter RH, Cox C, et al. A comparison of surfactant as immediate prophylaxis and as rescue therapy in newborns of less than 30 weeks' gestation. *N Engl J Med.* 1991;324(13):865-871.",Kendig 1991,included,Kendig 1991,randomized controlled trial,0,The 1998 Sinkin school-age follow-up is grouped with the original trial.
claude-clinician-1,claude,clinician,1,reviews/CD000510/claude-clinician-1.md,"Dunn MS, Shennan AT, Zayack D, Possmayer F. Bovine surfactant replacement therapy in neonates of less than 30 weeks' gestation: a randomized controlled trial of prophylaxis versus treatment. *Pediatrics.* 1991;87(3):377-386.",Dunn 1991,included,Dunn 1991,randomized controlled trial,0,
claude-clinician-1,claude,clinician,1,reviews/CD000510/claude-clinician-1.md,"Bevilacqua G, Parmigiani S, Robertson B, et al. Prophylaxis of respiratory distress syndrome by treatment with modified porcine surfactant at birth: a multicentre prospective randomized trial. *J Perinat Med.* 1996;24(6):609-620.",Bevilacqua 1996,included,Bevilacqua 1996,randomized controlled trial,0,
claude-clinician-1,claude,clinician,1,reviews/CD000510/claude-clinician-1.md,"Egberts J, Brand R, Walti H, Bevilacqua G, Bréart G, Gardini F. Mortality, severe respiratory distress syndrome, and chronic lung disease of the newborn are reduced more after prophylactic than after therapeutic administration of the surfactant Curosurf. *Pediatrics.* 1997;100(1):E4.",Egberts 1997 pooled Curosurf analysis,outside_other,,pooled analysis of randomized trials,0,
claude-clinician-1,claude,clinician,1,reviews/CD000510/claude-clinician-1.md,"Merritt TA, Hallman M, Bloom BT, et al. Prophylactic treatment of very premature infants with human surfactant. *N Engl J Med.* 1986;315(13):785-790.",Merritt 1986,outside_other,,randomized controlled trial,0,
claude-clinician-1,claude,clinician,1,reviews/CD000510/claude-clinician-1.md,"Rojas MA, Lozano JM, Rojas MX, et al; Colombian Neonatal Research Network. Very early surfactant without mandatory ventilation in premature infants treated with early continuous positive airway pressure: a randomized, controlled trial. *Pediatrics.* 2009;123(1):137-142.",Rojas 2009,cochrane_excluded,Rojas 2009,randomized controlled trial,0,
claude-clinician-1,claude,clinician,1,reviews/CD000510/claude-clinician-1.md,"Sandri F, Plavka R, Ancora G, et al; CURPAP Study Group. Prophylactic or early selective surfactant combined with nCPAP in very preterm infants. *Pediatrics.* 2010;125(6):e1402-e1409.",Sandri 2010 (CURPAP),cochrane_excluded,Sandri 2010,randomized controlled trial,0,
claude-clinician-1,claude,clinician,1,reviews/CD000510/claude-clinician-1.md,"Finer NN, Carlo WA, Walsh MC, et al; SUPPORT Study Group of the Eunice Kennedy Shriver NICHD Neonatal Research Network. Early CPAP versus surfactant in extremely preterm infants. *N Engl J Med.* 2010;362(21):1970-1979.",SUPPORT 2010,included,SUPPORT 2010,randomized controlled trial,0,The 2012 neurodevelopmental and 2014 respiratory follow-ups are grouped with SUPPORT.
claude-clinician-1,claude,clinician,1,reviews/CD000510/claude-clinician-1.md,"Dunn MS, Kaempf J, de Klerk A, et al; Vermont Oxford Network DRM Study Group. Randomized trial comparing 3 approaches to the initial respiratory management of preterm neonates. *Pediatrics.* 2011;128(5):e1069-e1076.",Dunn 2011,included,Dunn 2011,randomized controlled trial,0,"The trial registration, meeting abstract, and journal article are one study cluster."
claude-clinician-2,claude,clinician,2,reviews/CD000510/claude-clinician-2.md,"**Merritt TA, Hallman M, Bloom BT, et al.** Prophylactic treatment of very premature infants with human surfactant. *N Engl J Med.* 1986;315(13):785-790.",Merritt 1986,outside_other,,randomized controlled trial,0,
claude-clinician-2,claude,clinician,2,reviews/CD000510/claude-clinician-2.md,"**Kendig JW, Notter RH, Cox C, et al.** A comparison of surfactant as immediate prophylaxis and as rescue therapy in newborns of less than 30 weeks' gestation. *N Engl J Med.* 1991;324:865-871.",Kendig 1991,included,Kendig 1991,randomized controlled trial,0,The 1998 Sinkin school-age follow-up is grouped with the original trial.
claude-clinician-2,claude,clinician,2,reviews/CD000510/claude-clinician-2.md,"**Dunn MS, Shennan AT, Zayack D, Possmayer F.** Bovine surfactant replacement therapy in neonates of less than 30 weeks' gestation: a randomized controlled trial of prophylaxis versus treatment. *Pediatrics.* 1991;87:377-386.",Dunn 1991,included,Dunn 1991,randomized controlled trial,0,
