run_id,model,role_id,replicate,source_file,reported_citation,canonical_candidate,ground_truth_status,cochrane_study_label,design,identity_issue,notes
claude-clinician-1,claude,clinician,1,reviews/CD001452/claude-clinician-1.md,"**Larsson BA, Tannfeldt G, Lagercrantz H, Olsson GL.** Venipuncture is more effective and less painful than heel lancing for blood tests in neonates. *Pediatrics.* 1998 May;101(5):882–886. — RCT, n=120 full-term infants (venipuncture vs. small lancet vs. large lancet heel lance).",Larsson 1998,included,Larsson 1998,randomized controlled trial,0,The Pediatrics report and Rao commentary share one Cochrane study label.
claude-clinician-1,claude,clinician,1,reviews/CD001452/claude-clinician-1.md,"**Shah VS, Taddio A, Bennett S, Speidel BD.** Neonatal pain response to heel stick vs venepuncture for routine blood sampling. *Arch Dis Child Fetal Neonatal Ed.* 1997 Sep;77(2):F143–F144. — RCT, n=27 infants.",Shah 1997,included,Shah 1997,randomized controlled trial,0,
claude-clinician-1,claude,clinician,1,reviews/CD001452/claude-clinician-1.md,"**Ogawa S, Ogihara T, Fujiwara E, Ito K, Nakano M, Nakayama S, Hachiya T, Fujimoto N, Abe H, Ban S, Ikeda E, Tamai H.** Venepuncture is preferable to heel lance for blood sampling in term neonates. *Arch Dis Child Fetal Neonatal Ed.* 2005 Sep;90(5):F432–F436. — RCT, n=100 healthy full-term infants, 2×2 design (venipuncture vs. heel lance, with or without sucrose).",Ogawa 2005,included,Ogawa 2005,randomized factorial trial,0,
claude-clinician-1,claude,clinician,1,reviews/CD001452/claude-clinician-1.md,"**Larsson BA, Tannfeldt G, Lagercrantz H, Olsson GL.** Alleviation of the pain of venepuncture in neonates. *Acta Paediatr.* 1998 Jul;87(7):774–779. — RCT, n=120 neonates (EMLA vs. placebo before venipuncture); a companion study to #1, relevant to venipuncture technique/pain in the same population.",Larsson 1998 EMLA trial,invalid_comparison,,randomized placebo-controlled analgesia trial,0,The study compares EMLA with placebo before venepuncture and has no heel-lance arm.
claude-clinician-1,claude,clinician,1,reviews/CD001452/claude-clinician-1.md,**Logan PW.** Venepuncture versus heel prick for the collection of the newborn screening test. *Aust J Adv Nurs.* 1999;17(2):30–36. — Comparative/trial study of newborn screening blood collection methods.,Logan 1999,cochrane_excluded,Logan 1999,nonrandomized comparative study,1,"The source review excludes this study because it was not randomized.; The title identifies Logan 1999, but the response supplies issue 2 rather than issue 1."
claude-clinician-2,claude,clinician,2,reviews/CD001452/claude-clinician-2.md,"Larsson BA, Tannfeldt G, Lagercrantz H, Olsson GL (1998).** *Venipuncture is more effective and less painful than heel lancing for blood tests in neonates.* Pediatrics, 101(5):882–886.",Larsson 1998,included,Larsson 1998,randomized controlled trial,0,The Pediatrics report and Rao commentary share one Cochrane study label.
claude-clinician-2,claude,clinician,2,reviews/CD001452/claude-clinician-2.md,"Shah VS, Taddio A, Bennett S, Speidel BD (1997).** *Neonatal pain response to heel stick vs venepuncture for routine blood sampling.* Archives of Disease in Childhood – Fetal and Neonatal Edition, 77(2):F143–F144.",Shah 1997,included,Shah 1997,randomized controlled trial,0,
claude-clinician-2,claude,clinician,2,reviews/CD001452/claude-clinician-2.md,"Ogawa S, Ogihara T, Fujiwara E, et al. (2005).** *Venepuncture is preferable to heel lance for blood sampling in term neonates.* Archives of Disease in Childhood – Fetal and Neonatal Edition, 90(5):F432–F436.",Ogawa 2005,included,Ogawa 2005,randomized factorial trial,0,
claude-clinician-2,claude,clinician,2,reviews/CD001452/claude-clinician-2.md,"Larsson BA, Tannfeldt G, Lagercrantz H, Olsson GL (1998).** *Alleviation of the pain of venepuncture in neonates.* Acta Paediatrica, 87(7):774–779.",Larsson 1998 EMLA trial,invalid_comparison,,randomized placebo-controlled analgesia trial,0,The study compares EMLA with placebo before venepuncture and has no heel-lance arm.
claude-clinician-2,claude,clinician,2,reviews/CD001452/claude-clinician-2.md,"Saththasivam P, Umadevan D, Ramli N, Voralu K, Naing NN, Ilias MI, et al. (2009).** *Venipuncture versus heel prick for blood glucose monitoring in neonates.* Singapore Medical Journal, 50(10):1004–1007.",Saththasivam 2009,included,Saththasivam 2009,controlled comparative study,0,
claude-clinician-2,claude,clinician,2,reviews/CD001452/claude-clinician-2.md,"Logan PW (1999).** *Venepuncture versus heel prick for the collection of the Newborn Screening Test.* Australian Journal of Advanced Nursing, 17(1):30–36.",Logan 1999,cochrane_excluded,Logan 1999,nonrandomized comparative study,0,The source review excludes this study because it was not randomized.
claude-clinician-3,claude,clinician,3,reviews/CD001452/claude-clinician-3.md,"Larsson BA, Tannfeldt G, Lagercrantz H, Olsson GL. Venipuncture is more effective and less painful than heel lancing for blood tests in neonates. *Pediatrics*. 1998;101(5):882–886.",Larsson 1998,included,Larsson 1998,randomized controlled trial,0,The Pediatrics report and Rao commentary share one Cochrane study label.
claude-clinician-3,claude,clinician,3,reviews/CD001452/claude-clinician-3.md,"Shah VS, Taddio A, Bennett S, Speidel BD. Neonatal pain response to heel stick vs. venepuncture for routine blood sampling. *Arch Dis Child Fetal Neonatal Ed*. 1997;77(2):F143–F144.",Shah 1997,included,Shah 1997,randomized controlled trial,0,
claude-clinician-3,claude,clinician,3,reviews/CD001452/claude-clinician-3.md,"Eriksson M, Gradin M, Schollin J. Oral glucose and venepuncture reduce blood sampling pain in newborns. *Early Hum Dev*. 1999;55(3):211–218.",Eriksson 1999,included,Eriksson 1999,randomized factorial trial,0,
claude-clinician-3,claude,clinician,3,reviews/CD001452/claude-clinician-3.md,Logan PW. Venepuncture versus heel prick for the collection of the Newborn Screening Test. *Aust J Adv Nurs*. 1999;17(1):30–36.,Logan 1999,cochrane_excluded,Logan 1999,nonrandomized comparative study,0,The source review excludes this study because it was not randomized.
claude-clinician-3,claude,clinician,3,reviews/CD001452/claude-clinician-3.md,"Ogawa S, Ogihara T, Fujiwara E, Ito K, Nakano M, Nakayama S, et al. Venepuncture is preferable to heel lance for blood sampling in term neonates. *Arch Dis Child Fetal Neonatal Ed*. 2005;90(5):F432–F436.",Ogawa 2005,included,Ogawa 2005,randomized factorial trial,0,
claude-clinician-3,claude,clinician,3,reviews/CD001452/claude-clinician-3.md,"Saththasivam P, Umadevan D, Ramli N, Voralu K, Naing NN, Ilias MI, Shuib N, Tan BG, van Rostenberghe H. Venipuncture versus heel prick for blood glucose monitoring in neonates. *Singapore Med J*. 2009;50(10):1004–1007.",Saththasivam 2009,included,Saththasivam 2009,controlled comparative study,0,
claude-clinician-4,claude,clinician,4,reviews/CD001452/claude-clinician-4.md,"**Shah VS, Taddio A, Bennett S, Speidel BD.** Neonatal pain response to heel stick vs venepuncture for routine blood sampling. *Arch Dis Child Fetal Neonatal Ed.* 1997;77(2):F143–4. doi:10.1136/fn.77.2.F143. PMID: 9377140.",Shah 1997,included,Shah 1997,randomized controlled trial,0,
claude-clinician-4,claude,clinician,4,reviews/CD001452/claude-clinician-4.md,"**Larsson BA, Tannfeldt G, Lagercrantz H, Olsson GL.** Venipuncture is more effective and less painful than heel lancing for blood tests in neonates. *Pediatrics.* 1998;101(5):882–6. doi:10.1542/peds.101.5.882. PMID: 9565419.",Larsson 1998,included,Larsson 1998,randomized controlled trial,0,The Pediatrics report and Rao commentary share one Cochrane study label.
claude-clinician-4,claude,clinician,4,reviews/CD001452/claude-clinician-4.md,"**Eriksson M, Gradin M, Schollin J.** Oral glucose and venepuncture reduce blood sampling pain in newborns. *Early Hum Dev.* 1999;55(3):211–8. doi:10.1016/S0378-3782(99)00018-3. PMID: 10463785. (2×2 factorial RCT: venepuncture vs. heel stick, with/without oral glucose, in 120 healthy full-term newborns.)",Eriksson 1999,included,Eriksson 1999,randomized factorial trial,0,
claude-clinician-4,claude,clinician,4,reviews/CD001452/claude-clinician-4.md,**Kvist LJ.** Can venepuncture reduce the pain of neonatal PKU-sampling? A randomised study. *Vård i Norden.* 2002;22(1):27–29.,Kvist 2002,included,Kvist 2002,randomized controlled trial,1,"The title identifies Kvist 2002, but the response supplies a conflicting issue number or page range."
claude-clinician-4,claude,clinician,4,reviews/CD001452/claude-clinician-4.md,**Logan PW.** Venepuncture versus heel prick for the collection of the newborn screening test. *Aust J Adv Nurs.* 1999;17(1):30–6.,Logan 1999,cochrane_excluded,Logan 1999,nonrandomized comparative study,0,The source review excludes this study because it was not randomized.
claude-clinician-4,claude,clinician,4,reviews/CD001452/claude-clinician-4.md,"**Ogawa S, Ogihara T, Fujiwara E, Ito K, Nakano M, Nakayama S, Hachiya T, Fujimoto N, Abe H, Ban S, Ikeda E, Tamai H.** Venepuncture is preferable to heel lance for blood sampling in term neonates. *Arch Dis Child Fetal Neonatal Ed.* 2005;90(5):F432–6. doi:10.1136/adc.2004.069328. PMID: 15871991. (RCT, n=100, also tested sucrose vs. water — the ""without sucrose"" arms give the direct venepuncture vs. heel lance comparison.)",Ogawa 2005,included,Ogawa 2005,randomized factorial trial,0,
claude-patient-1,claude,patient,1,reviews/CD001452/claude-patient-1.md,"**Larsson BA, Tannfeldt G, Lagercrantz H, Olsson GL.** Venipuncture is more effective and less painful than heel lancing for blood tests in neonates. *Pediatrics.* 1998;101(5):882–886.",Larsson 1998,included,Larsson 1998,randomized controlled trial,0,The Pediatrics report and Rao commentary share one Cochrane study label.
claude-patient-1,claude,patient,1,reviews/CD001452/claude-patient-1.md,"**Shah VS, Taddio A, Bennett S, Speidel BD.** Neonatal pain response to heel stick vs venepuncture for routine blood sampling. *Arch Dis Child Fetal Neonatal Ed.* 1997;77(2):F143–F144.",Shah 1997,included,Shah 1997,randomized controlled trial,0,
claude-patient-1,claude,patient,1,reviews/CD001452/claude-patient-1.md,"**Eriksson M, Gradin M, Schollin J.** Oral glucose and venepuncture reduce blood sampling pain in newborns. *Early Hum Dev.* 1999;55(3):211–218.",Eriksson 1999,included,Eriksson 1999,randomized factorial trial,0,
claude-patient-1,claude,patient,1,reviews/CD001452/claude-patient-1.md,"**Ogawa S, Ogihara T, Fujiwara E, et al.** Venepuncture is preferable to heel lance for blood sampling in term neonates. *Arch Dis Child Fetal Neonatal Ed.* 2005;90(5):F432–F436.",Ogawa 2005,included,Ogawa 2005,randomized factorial trial,0,
claude-patient-1,claude,patient,1,reviews/CD001452/claude-patient-1.md,"**Kvist LJ, Jonsson K, Tornestrand BM, Edwinson Månsson M.** Can venepuncture reduce the pain of neonatal PKU-sampling? A randomised study. *Vård i Norden.* 2002;22(4):27–30.",Kvist 2002,included,Kvist 2002,randomized controlled trial,0,
claude-patient-1,claude,patient,1,reviews/CD001452/claude-patient-1.md,"**Correcher Medina P, Pedrón Marzal G, Rey Simón R, Calvo Rigual F.** Venopunción en el dorso de la mano. ¿Una alternativa a la punción del talón? [Back-of-the-hand venepuncture: an alternative to heel puncture?]. *An Pediatr (Barc).* 2012;77(6):381–385.",Correcher 2012,cochrane_excluded,Correcher 2012,nonrandomized comparative study,0,The source review excludes this study because it was not randomized.
claude-patient-1,claude,patient,1,reviews/CD001452/claude-patient-1.md,**Logan PW.** Venepuncture versus heel prick for the collection of the Newborn Screening Test. *Aust J Adv Nurs.* 1999;17(1):30–36.,Logan 1999,cochrane_excluded,Logan 1999,nonrandomized comparative study,0,The source review excludes this study because it was not randomized.
claude-patient-2,claude,patient,2,reviews/CD001452/claude-patient-2.md,"Larsson BA, Tannfeldt G, Lagercrantz H, Olsson GL. Venipuncture is more effective and less painful than heel lancing for blood tests in neonates. *Pediatrics*. 1998;101(5):882-886.",Larsson 1998,included,Larsson 1998,randomized controlled trial,0,The Pediatrics report and Rao commentary share one Cochrane study label.
claude-patient-2,claude,patient,2,reviews/CD001452/claude-patient-2.md,"Shah VS, Taddio A, Bennett S, Speidel BD. Neonatal pain response to heel stick vs venepuncture for routine blood sampling. *Arch Dis Child Fetal Neonatal Ed*. 1997;77(2):F143-F144.",Shah 1997,included,Shah 1997,randomized controlled trial,0,
claude-patient-2,claude,patient,2,reviews/CD001452/claude-patient-2.md,"Ogawa S, Ogihara T, Fujiwara E, et al. Venepuncture is preferable to heel lance for blood sampling in term neonates. *Arch Dis Child Fetal Neonatal Ed*. 2005;90(5):F432-F436.",Ogawa 2005,included,Ogawa 2005,randomized factorial trial,0,
claude-patient-2,claude,patient,2,reviews/CD001452/claude-patient-2.md,Logan PW. Venepuncture versus heel prick for the collection of the Newborn Screening Test. *Aust J Adv Nurs*. 1999;17(1):30-36.,Logan 1999,cochrane_excluded,Logan 1999,nonrandomized comparative study,0,The source review excludes this study because it was not randomized.
claude-patient-2,claude,patient,2,reviews/CD001452/claude-patient-2.md,"Saththasivam P, Umadevan D, Ramli N, Voralu K, Naing NN, Ilias MI, Shuib N, Tan BG, van Rostenberghe H. Venipuncture versus heel prick for blood glucose monitoring in neonates. *Singapore Med J*. 2009;50(10):1004-1007.",Saththasivam 2009,included,Saththasivam 2009,controlled comparative study,0,
claude-patient-2,claude,patient,2,reviews/CD001452/claude-patient-2.md,"Eriksson M, Gradin M, Schollin J. Oral glucose and venepuncture reduce blood sampling pain in newborns. *Early Hum Dev*. 1999;55(3):211-218.",Eriksson 1999,included,Eriksson 1999,randomized factorial trial,0,
claude-patient-3,claude,patient,3,reviews/CD001452/claude-patient-3.md,"Larsson BA, Tannfeldt G, Lagercrantz H, Olsson GL. Venipuncture is more effective and less painful than heel lancing for blood tests in neonates. *Pediatrics*. 1998;101(5):882–886.",Larsson 1998,included,Larsson 1998,randomized controlled trial,0,The Pediatrics report and Rao commentary share one Cochrane study label.
