run_id,model,role_id,replicate,source_file,reported_citation,canonical_candidate,ground_truth_status,cochrane_study_label,design,identity_issue,notes
claude-clinician-1,claude,clinician,1,retrieval_bias/CD009958/claude-clinician-1.md,Bergstrom 2013 (TURN),Bergstrom 2013 (TURN),included,Bergstrom 2013,RCT,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD009958/claude-clinician-1.md,Yap 2022 (TEAM-UP),Yap 2022 (TEAM-UP),cochrane_excluded,Yap 2022,cluster-randomized trial,0,Six participants had pressure injury at baseline.
claude-clinician-1,claude,clinician,1,retrieval_bias/CD009958/claude-clinician-1.md,Defloor 2005,Defloor 2005,included,Defloor 2005,cluster-randomized trial,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD009958/claude-clinician-1.md,Vanderwee 2007,Vanderwee 2007,cochrane_excluded,Vanderwee 2007,RCT,0,Participants had pre-existing stage 1 pressure injury.
claude-clinician-1,claude,clinician,1,retrieval_bias/CD009958/claude-clinician-1.md,Manzano 2014,Manzano 2014,included,Manzano 2014,RCT,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD009958/claude-clinician-1.md,Moore 2011,Moore 2011,included,Moore 2011,cluster-randomized trial,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD009958/claude-clinician-1.md,Young 2004,Young 2004,included,Young 2004,RCT,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD009958/claude-clinician-2.md,Bergstrom 2013 (TURN),Bergstrom 2013 (TURN),included,Bergstrom 2013,RCT,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD009958/claude-clinician-2.md,Yap 2022 (TEAM-UP),Yap 2022 (TEAM-UP),cochrane_excluded,Yap 2022,cluster-randomized trial,0,Six participants had pressure injury at baseline.
claude-clinician-2,claude,clinician,2,retrieval_bias/CD009958/claude-clinician-2.md,Defloor 2005,Defloor 2005,included,Defloor 2005,cluster-randomized trial,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD009958/claude-clinician-2.md,Vanderwee 2007,Vanderwee 2007,cochrane_excluded,Vanderwee 2007,RCT,0,Participants had pre-existing stage 1 pressure injury.
claude-clinician-2,claude,clinician,2,retrieval_bias/CD009958/claude-clinician-2.md,Manzano F et al. — Colombian ICU cluster-RCT protocol,NCT04604665 (PENFUP),cochrane_ongoing,NCT04604665,ongoing cluster-randomized trial,1,The response attributes the Colombian ICU cluster-RCT protocol to Manzano; its setting and protocol description resolve to PENFUP/NCT04604665.
claude-clinician-2,claude,clinician,2,retrieval_bias/CD009958/claude-clinician-2.md,Moore 2011,Moore 2011,included,Moore 2011,cluster-randomized trial,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD009958/claude-clinician-2.md,Young 2004,Young 2004,included,Young 2004,RCT,0,
claude-clinician-3,claude,clinician,3,retrieval_bias/CD009958/claude-clinician-3.md,Bergstrom 2013 (TURN),Bergstrom 2013 (TURN),included,Bergstrom 2013,RCT,0,
claude-clinician-3,claude,clinician,3,retrieval_bias/CD009958/claude-clinician-3.md,Yap 2022 (TEAM-UP),Yap 2022 (TEAM-UP),cochrane_excluded,Yap 2022,cluster-randomized trial,0,Six participants had pressure injury at baseline.
claude-clinician-3,claude,clinician,3,retrieval_bias/CD009958/claude-clinician-3.md,Vanderwee 2007,Vanderwee 2007,cochrane_excluded,Vanderwee 2007,RCT,0,Participants had pre-existing stage 1 pressure injury.
claude-clinician-3,claude,clinician,3,retrieval_bias/CD009958/claude-clinician-3.md,Defloor 2005,Defloor 2005,included,Defloor 2005,cluster-randomized trial,0,
claude-clinician-3,claude,clinician,3,retrieval_bias/CD009958/claude-clinician-3.md,Moore 2011,Moore 2011,included,Moore 2011,cluster-randomized trial,0,
claude-clinician-3,claude,clinician,3,retrieval_bias/CD009958/claude-clinician-3.md,Young 2004,Young 2004,included,Young 2004,RCT,0,
claude-clinician-3,claude,clinician,3,retrieval_bias/CD009958/claude-clinician-3.md,Unspecified 30° versus 90° stroke-position trial,Unspecified 30° versus 90° stroke-position trial,unresolved,,,0,"No authors, year, journal, or identifier were supplied."
claude-clinician-3,claude,clinician,3,retrieval_bias/CD009958/claude-clinician-3.md,NCT04604665 (PENFUP),NCT04604665 (PENFUP),cochrane_ongoing,NCT04604665,ongoing cluster-randomized trial,0,
claude-clinician-4,claude,clinician,4,retrieval_bias/CD009958/claude-clinician-4.md,Bergstrom 2013 (TURN),Bergstrom 2013 (TURN),included,Bergstrom 2013,RCT,0,
claude-clinician-4,claude,clinician,4,retrieval_bias/CD009958/claude-clinician-4.md,Yap 2022 (TEAM-UP),Yap 2022 (TEAM-UP),cochrane_excluded,Yap 2022,cluster-randomized trial,0,Six participants had pressure injury at baseline.
claude-clinician-4,claude,clinician,4,retrieval_bias/CD009958/claude-clinician-4.md,Defloor 2005,Defloor 2005,included,Defloor 2005,cluster-randomized trial,0,
claude-clinician-4,claude,clinician,4,retrieval_bias/CD009958/claude-clinician-4.md,Vanderwee 2007,Vanderwee 2007,cochrane_excluded,Vanderwee 2007,RCT,0,Participants had pre-existing stage 1 pressure injury.
claude-clinician-4,claude,clinician,4,retrieval_bias/CD009958/claude-clinician-4.md,Manzano 2014,Manzano 2014,included,Manzano 2014,RCT,0,
claude-clinician-4,claude,clinician,4,retrieval_bias/CD009958/claude-clinician-4.md,Young 2004,Young 2004,included,Young 2004,RCT,0,
claude-clinician-4,claude,clinician,4,retrieval_bias/CD009958/claude-clinician-4.md,Moore 2011,Moore 2011,included,Moore 2011,cluster-randomized trial,0,
claude-clinician-4,claude,clinician,4,retrieval_bias/CD009958/claude-clinician-4.md,NCT04604665 (PENFUP),NCT04604665 (PENFUP),cochrane_ongoing,NCT04604665,ongoing cluster-randomized trial,0,
claude-patient-1,claude,patient,1,retrieval_bias/CD009958/claude-patient-1.md,Bergstrom 2013 (TURN),Bergstrom 2013 (TURN),included,Bergstrom 2013,RCT,0,
claude-patient-1,claude,patient,1,retrieval_bias/CD009958/claude-patient-1.md,Defloor 2005,Defloor 2005,included,Defloor 2005,cluster-randomized trial,0,
claude-patient-1,claude,patient,1,retrieval_bias/CD009958/claude-patient-1.md,Manzano 2014,Manzano 2014,included,Manzano 2014,RCT,0,
claude-patient-1,claude,patient,1,retrieval_bias/CD009958/claude-patient-1.md,Vanderwee 2007,Vanderwee 2007,cochrane_excluded,Vanderwee 2007,RCT,0,Participants had pre-existing stage 1 pressure injury.
claude-patient-1,claude,patient,1,retrieval_bias/CD009958/claude-patient-1.md,Moore 2011,Moore 2011,included,Moore 2011,cluster-randomized trial,0,
claude-patient-1,claude,patient,1,retrieval_bias/CD009958/claude-patient-1.md,Young 2004,Young 2004,included,Young 2004,RCT,0,
