run_id,model,role_id,replicate,source_file,reported_citation,canonical_candidate,ground_truth_status,cochrane_study_label,design,identity_issue,notes
claude-clinician-1,claude,clinician,1,reviews/CD013776/claude-clinician-1.md,Stenzl 2010 / Grossman 2012 / Kamat 2016,Stenzl 2010 / Grossman 2012 / Kamat 2016,included,Stenzl 2010,international multicenter RCT,0,
claude-clinician-1,claude,clinician,1,reviews/CD013776/claude-clinician-1.md,O’Brien 2013,O’Brien 2013,included,O’Brien 2013,single-center RCT,0,
claude-clinician-1,claude,clinician,1,reviews/CD013776/claude-clinician-1.md,HELENA study,HELENA study,outside_other,,multicenter non-inferiority RCT with different adjuvant regimens,0,"The included RIS anomalously nests registry EUCTR2009-012275-98 under Filbeck 2002. HELENA is a distinct 2010–2016 trial and has no separate included study or analysis label, so it is not merged with Filbeck."
claude-clinician-1,claude,clinician,1,reviews/CD013776/claude-clinician-1.md,FinnBladder 9 / NCT01675219,FinnBladder 9 / NCT01675219,cochrane_excluded,NCT01675219,four-arm RCT,0,The Cochrane data package records an ineligible follow-up regimen.
claude-clinician-1,claude,clinician,1,reviews/CD013776/claude-clinician-1.md,Heer 2022 (PHOTO),Heer 2022 (PHOTO),included,Heer 2022,pragmatic multicenter RCT,0,
claude-clinician-1,claude,clinician,1,reviews/CD013776/claude-clinician-1.md,Karaolides 2012,Karaolides 2012,included,Karaolides 2012,RCT,0,
claude-clinician-1,claude,clinician,1,reviews/CD013776/claude-clinician-1.md,Gkritsios 2014,Gkritsios 2014,included,Gkritsios 2014,RCT,0,
claude-clinician-1,claude,clinician,1,reviews/CD013776/claude-clinician-1.md,Gallagher 2017 real-life PDD study,Gallagher 2017 real-life PDD study,cochrane_excluded,Gallagher 2017,prospective controlled cohort,0,The Cochrane data package records a non-randomized design.
claude-clinician-1,claude,clinician,1,reviews/CD013776/claude-clinician-1.md,Marquardt 2022 extended-TURBT study,Marquardt 2022 extended-TURBT study,outside_observational,,retrospective monocentric cohort,0,
claude-clinician-1,claude,clinician,1,reviews/CD013776/claude-clinician-1.md,Chan 2023 UK single-center study,Chan 2023 UK single-center study,outside_observational,,single-center comparative cohort,0,
claude-clinician-2,claude,clinician,2,reviews/CD013776/claude-clinician-2.md,Heer 2022 (PHOTO),Heer 2022 (PHOTO),included,Heer 2022,pragmatic multicenter RCT,0,
claude-clinician-2,claude,clinician,2,reviews/CD013776/claude-clinician-2.md,Stenzl 2010 / Grossman 2012 / Kamat 2016,Stenzl 2010 / Grossman 2012 / Kamat 2016,included,Stenzl 2010,international multicenter RCT,0,
claude-clinician-2,claude,clinician,2,reviews/CD013776/claude-clinician-2.md,O’Brien 2013,O’Brien 2013,included,O’Brien 2013,single-center RCT,0,
claude-clinician-2,claude,clinician,2,reviews/CD013776/claude-clinician-2.md,Schumacher/HELENA study,HELENA study,outside_other,,multicenter non-inferiority RCT with different adjuvant regimens,1,"The response labels HELENA as Schumacher/HELENA, conflating it with the separate Schumacher 2010 trial.; The included RIS anomalously nests registry EUCTR2009-012275-98 under Filbeck 2002. HELENA is a distinct 2010–2016 trial and has no separate included study or analysis label, so it is not merged with Filbeck."
claude-clinician-2,claude,clinician,2,reviews/CD013776/claude-clinician-2.md,Riedl 2001 / Daniltchenko follow-up,Riedl 2001 / Daniltchenko follow-up,included,Riedl 2001,RCT,0,
claude-clinician-2,claude,clinician,2,reviews/CD013776/claude-clinician-2.md,Geavlete 2009,Geavlete 2009,cochrane_excluded,Geavlete 2009,prospective comparative study,0,The Cochrane data package records a non-randomized design.
claude-clinician-2,claude,clinician,2,reviews/CD013776/claude-clinician-2.md,Geavlete 2010,Geavlete 2010,included,Geavlete 2010,RCT,0,
claude-clinician-2,claude,clinician,2,reviews/CD013776/claude-clinician-2.md,FinnBladder 9 / NCT01675219,FinnBladder 9 / NCT01675219,cochrane_excluded,NCT01675219,four-arm RCT,0,The Cochrane data package records an ineligible follow-up regimen.
claude-clinician-2,claude,clinician,2,reviews/CD013776/claude-clinician-2.md,China HAL bridging study / NCT05600322,China HAL bridging study / NCT05600322,outside_other,,within-patient phase III detection study,0,
claude-clinician-2,claude,clinician,2,reviews/CD013776/claude-clinician-2.md,Mariappan et al. 2017,Gallagher 2017 real-life PDD study,cochrane_excluded,Gallagher 2017,prospective controlled cohort,1,The response leads with Mariappan; the Cochrane RIS identifies the report as Gallagher 2017.; The Cochrane data package records a non-randomized design.
claude-clinician-2,claude,clinician,2,reviews/CD013776/claude-clinician-2.md,Chan 2023 UK single-center study,Chan 2023 UK single-center study,outside_observational,,single-center comparative cohort,0,
claude-clinician-3,claude,clinician,3,reviews/CD013776/claude-clinician-3.md,Stenzl 2010 / Grossman 2012 / Kamat 2016,Stenzl 2010 / Grossman 2012 / Kamat 2016,included,Stenzl 2010,international multicenter RCT,0,
claude-clinician-3,claude,clinician,3,reviews/CD013776/claude-clinician-3.md,Grossmann 2007 papillary-lesion study,Grossmann 2007 papillary-lesion study,cochrane_excluded,Grossmann 2007,phase III multicenter detection study,0,The Cochrane data package records an ineligible surveillance setting.
