run_id,model,role_id,replicate,source_file,reported_citation,canonical_candidate,ground_truth_status,cochrane_study_label,design,identity_issue,notes
claude-clinician-1,claude,clinician,1,retrieval_bias/CD015156/claude-clinician-1.md,Krommes 2025 SOGOOD trial,Krommes 2025 SOGOOD trial,cochrane_ongoing,Krommes 2025,RCT reported as a conference abstract,0,The source package classifies SOGOOD as ongoing even though responses cite its 2025 conference-abstract results.
claude-clinician-1,claude,clinician,1,retrieval_bias/CD015156/claude-clinician-1.md,Wu 2022,Wu 2022,cochrane_excluded,Wu 2022,double-blind RCT,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD015156/claude-clinician-1.md,Nakase 2020,Nakase 2020,included,Nakase 2020,double-blind RCT,0,The 2016 conference abstract and 2020 full report are represented by one study cluster.
claude-clinician-1,claude,clinician,1,retrieval_bias/CD015156/claude-clinician-1.md,Topol 2011,Topol 2011,included,Topol 2011,randomized comparative trial,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD015156/claude-clinician-1.md,Lohrer 2012 Osgood-Schlatter ESWT study,Lohrer 2012 Osgood-Schlatter ESWT study,outside_observational,,retrospective pilot study,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD015156/claude-clinician-1.md,Shafshak and Amer 2023 focused-ESWT series,Shafshak and Amer 2023 focused-ESWT series,outside_observational,,retrospective case series,0,One mixed cohort included 15 Osgood-Schlatter and seven Sever-disease patients.
claude-clinician-1,claude,clinician,1,retrieval_bias/CD015156/claude-clinician-1.md,Abo Gazya 2014 shock-wave-versus-interferential study,Abo Gazya 2014 shock-wave-versus-interferential study,outside_other,,comparative intervention study,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD015156/claude-clinician-1.md,Wiegerinck 2016,Wiegerinck 2016,included,Wiegerinck 2016,three-arm pragmatic RCT,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD015156/claude-clinician-1.md,James 2016,James 2016,included,James 2016,factorial RCT,0,"The 2010 protocol, 2015 baseline analysis, conference report, and 2016 results paper are represented by one study cluster."
claude-clinician-1,claude,clinician,1,retrieval_bias/CD015156/claude-clinician-1.md,Alfaro-Santafé 2021,Alfaro-Santafé 2021,included,Alfaro-Santafa 2021,RCT,0,The registry record and journal report are one study cluster.
claude-clinician-1,claude,clinician,1,retrieval_bias/CD015156/claude-clinician-1.md,Perhamre 2011a heel-cup crossover trial,Perhamre 2011a heel-cup crossover trial,included,Perhamre 2011a,randomized crossover trial,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD015156/claude-clinician-1.md,Perhamre 2011b insole study,Perhamre 2011b insole study,cochrane_excluded,Perhamre 2011 (b),cohort study,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD015156/claude-clinician-1.md,Perhamre 2012 heel-pad study,Perhamre 2012 heel-pad study,included,Perhamre 2012,comparative mechanistic study,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD015156/claude-clinician-1.md,Sweeney 2023 barefoot-athlete brace trial,Sweeney 2023 barefoot-athlete brace trial,included,Sweeney 2023,RCT,0,The 2022 conference report and 2023 journal report are one study cluster.
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015156/claude-clinician-2.md,Bourke orthotics trial,Bourke custom-orthotic study,unresolved,,reported orthotic comparison,1,"The search preamble names a 'Bourke orthotics trial' without enough bibliographic detail to resolve its identity.; No title, year, or other bibliographic details were supplied."
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015156/claude-clinician-2.md,Krommes 2025 SOGOOD trial,Krommes 2025 SOGOOD trial,cochrane_ongoing,Krommes 2025,RCT reported as a conference abstract,0,The source package classifies SOGOOD as ongoing even though responses cite its 2025 conference-abstract results.
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015156/claude-clinician-2.md,Topol 2011,Topol 2011,included,Topol 2011,randomized comparative trial,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015156/claude-clinician-2.md,Nakase 2020,Nakase 2020,included,Nakase 2020,double-blind RCT,0,The 2016 conference abstract and 2020 full report are represented by one study cluster.
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015156/claude-clinician-2.md,Wu 2022,Wu 2022,cochrane_excluded,Wu 2022,double-blind RCT,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015156/claude-clinician-2.md,Guszczyn 2023 LR-PRP cohort,Guszczyn 2023 LR-PRP cohort,outside_observational,,prospective cohort,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015156/claude-clinician-2.md,Guszczyn 2024 LR-PRP duration study,Guszczyn 2024 LR-PRP duration study,outside_observational,,observational treatment study,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015156/claude-clinician-2.md,Lohrer 2012 Osgood-Schlatter ESWT study,Lohrer 2012 Osgood-Schlatter ESWT study,outside_observational,,retrospective pilot study,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015156/claude-clinician-2.md,Shafshak and Amer 2023 focused-ESWT series,Shafshak and Amer 2023 focused-ESWT series,outside_observational,,retrospective case series,0,One mixed cohort included 15 Osgood-Schlatter and seven Sever-disease patients.
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015156/claude-clinician-2.md,Wiegerinck 2016,Wiegerinck 2016,included,Wiegerinck 2016,three-arm pragmatic RCT,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015156/claude-clinician-2.md,James 2016,James 2016,included,James 2016,factorial RCT,0,"The 2010 protocol, 2015 baseline analysis, conference report, and 2016 results paper are represented by one study cluster."
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015156/claude-clinician-2.md,Perhamre 2011a heel-cup crossover trial,Perhamre 2011a heel-cup crossover trial,included,Perhamre 2011a,randomized crossover trial,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015156/claude-clinician-2.md,Kuyucu 2017,Kuyucu 2017,included,Kuyucu 2017,sham-controlled RCT,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015156/claude-clinician-2.md,Abo Gazya 2014 shock-wave-versus-interferential study,Abo Gazya 2014 shock-wave-versus-interferential study,outside_other,,comparative intervention study,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015156/claude-clinician-2.md,Alfaro-Santafé 2021,Alfaro-Santafé 2021,included,Alfaro-Santafa 2021,RCT,0,The registry record and journal report are one study cluster.
claude-clinician-2,claude,clinician,2,retrieval_bias/CD015156/claude-clinician-2.md,Perhamre 2011b insole study,Perhamre 2011b insole study,cochrane_excluded,Perhamre 2011 (b),cohort study,0,
