run_id,model,role_id,replicate,source_file,reported_citation,canonical_candidate,ground_truth_status,cochrane_study_label,design,identity_issue,notes
claude-clinician-1,claude,clinician,1,retrieval_bias/CD016085/claude-clinician-1.md,ENCHANTED,ENCHANTED,included,ENCHANTED,multicenter phase III RCT,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD016085/claude-clinician-1.md,BP-TARGET,BP-TARGET,included,BP-TARGET,multicenter RCT,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD016085/claude-clinician-1.md,ENCHANTED2/MT,ENCHANTED2/MT,included,ENCHANTED2/MT,multicenter phase III RCT,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD016085/claude-clinician-1.md,OPTIMAL-BP,OPTIMAL-BP,included,OPTIMAL-BP,multicenter RCT,0,The 2026 one-year report is grouped with the original OPTIMAL-BP trial.
claude-clinician-1,claude,clinician,1,retrieval_bias/CD016085/claude-clinician-1.md,BEST-II,BEST-II,included,The BEST-II,multicenter phase II RCT,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD016085/claude-clinician-1.md,DETECT,DETECT,included,DETECT,single-center feasibility RCT,0,The cited publication also contains a meta-analysis; only its original randomized DETECT component is treated as the primary study.
claude-clinician-1,claude,clinician,1,retrieval_bias/CD016085/claude-clinician-1.md,CRISIS I,CRISIS I,cochrane_awaiting,CRISIS I,registered trial,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD016085/claude-clinician-1.md,INTENSE,INTENSE,outside_other,,registered ongoing multicenter RCT,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD016085/claude-clinician-1.md,ENCHANTED3/MT,ENCHANTED3/MT,cochrane_ongoing,ENCHANTED3/MT,adaptive-platform randomized trial,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD016085/claude-clinician-2.md,HOPE,HOPE,cochrane_ongoing,HOPE STUDY,multicenter RCT,0,The Cochrane package classifies HOPE as ongoing; several responses cite its June 2026 primary-results publication.
claude-clinician-2,claude,clinician,2,retrieval_bias/CD016085/claude-clinician-2.md,BP-TARGET,BP-TARGET,included,BP-TARGET,multicenter RCT,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD016085/claude-clinician-2.md,OPTIMAL-BP,OPTIMAL-BP,included,OPTIMAL-BP,multicenter RCT,0,The 2026 one-year report is grouped with the original OPTIMAL-BP trial.
claude-clinician-2,claude,clinician,2,retrieval_bias/CD016085/claude-clinician-2.md,ENCHANTED2/MT,ENCHANTED2/MT,included,ENCHANTED2/MT,multicenter phase III RCT,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD016085/claude-clinician-2.md,BEST-II,BEST-II,included,The BEST-II,multicenter phase II RCT,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD016085/claude-clinician-2.md,DETECT,DETECT,included,DETECT,single-center feasibility RCT,0,The cited publication also contains a meta-analysis; only its original randomized DETECT component is treated as the primary study.
claude-clinician-2,claude,clinician,2,retrieval_bias/CD016085/claude-clinician-2.md,INTENSE,INTENSE,outside_other,,registered ongoing multicenter RCT,0,
claude-clinician-3,claude,clinician,3,retrieval_bias/CD016085/claude-clinician-3.md,BP-TARGET,BP-TARGET,included,BP-TARGET,multicenter RCT,0,
claude-clinician-3,claude,clinician,3,retrieval_bias/CD016085/claude-clinician-3.md,OPTIMAL-BP,OPTIMAL-BP,included,OPTIMAL-BP,multicenter RCT,0,The 2026 one-year report is grouped with the original OPTIMAL-BP trial.
claude-clinician-3,claude,clinician,3,retrieval_bias/CD016085/claude-clinician-3.md,BEST-II,BEST-II,included,The BEST-II,multicenter phase II RCT,0,
claude-clinician-3,claude,clinician,3,retrieval_bias/CD016085/claude-clinician-3.md,ENCHANTED2/MT,ENCHANTED2/MT,included,ENCHANTED2/MT,multicenter phase III RCT,0,
claude-clinician-3,claude,clinician,3,retrieval_bias/CD016085/claude-clinician-3.md,DETECT,DETECT,included,DETECT,single-center feasibility RCT,0,The cited publication also contains a meta-analysis; only its original randomized DETECT component is treated as the primary study.
claude-clinician-3,claude,clinician,3,retrieval_bias/CD016085/claude-clinician-3.md,INTENSE,INTENSE,outside_other,,registered ongoing multicenter RCT,0,
claude-clinician-4,claude,clinician,4,retrieval_bias/CD016085/claude-clinician-4.md,BP-TARGET,BP-TARGET,included,BP-TARGET,multicenter RCT,0,
claude-clinician-4,claude,clinician,4,retrieval_bias/CD016085/claude-clinician-4.md,BEST-II,BEST-II,included,The BEST-II,multicenter phase II RCT,0,
claude-clinician-4,claude,clinician,4,retrieval_bias/CD016085/claude-clinician-4.md,ENCHANTED2/MT,ENCHANTED2/MT,included,ENCHANTED2/MT,multicenter phase III RCT,0,
claude-clinician-4,claude,clinician,4,retrieval_bias/CD016085/claude-clinician-4.md,OPTIMAL-BP,OPTIMAL-BP,included,OPTIMAL-BP,multicenter RCT,0,The 2026 one-year report is grouped with the original OPTIMAL-BP trial.
claude-clinician-4,claude,clinician,4,retrieval_bias/CD016085/claude-clinician-4.md,CLEVER,CLEVER,included,CLEVER,single-center RCT,0,
claude-clinician-4,claude,clinician,4,retrieval_bias/CD016085/claude-clinician-4.md,'BEST' feasibility precursor with a trial/meta-analysis publication; DETECT NCT04484350,DETECT,included,DETECT,single-center feasibility RCT,1,"The response describes DETECT's randomized design and mixed trial/meta-analysis publication as a 'BEST' feasibility precursor, then later calls DETECT unpublished.; The cited publication also contains a meta-analysis; only its original randomized DETECT component is treated as the primary study."
claude-clinician-4,claude,clinician,4,retrieval_bias/CD016085/claude-clinician-4.md,CRISIS I,CRISIS I,cochrane_awaiting,CRISIS I,registered trial,0,
claude-clinician-4,claude,clinician,4,retrieval_bias/CD016085/claude-clinician-4.md,HOPE,HOPE,cochrane_ongoing,HOPE STUDY,multicenter RCT,0,The Cochrane package classifies HOPE as ongoing; several responses cite its June 2026 primary-results publication.
claude-patient-1,claude,patient,1,retrieval_bias/CD016085/claude-patient-1.md,BP-TARGET,BP-TARGET,included,BP-TARGET,multicenter RCT,0,
claude-patient-1,claude,patient,1,retrieval_bias/CD016085/claude-patient-1.md,ENCHANTED2/MT,ENCHANTED2/MT,included,ENCHANTED2/MT,multicenter phase III RCT,0,
claude-patient-1,claude,patient,1,retrieval_bias/CD016085/claude-patient-1.md,OPTIMAL-BP,OPTIMAL-BP,included,OPTIMAL-BP,multicenter RCT,0,The 2026 one-year report is grouped with the original OPTIMAL-BP trial.
claude-patient-1,claude,patient,1,retrieval_bias/CD016085/claude-patient-1.md,BEST-II,BEST-II,included,The BEST-II,multicenter phase II RCT,0,
claude-patient-1,claude,patient,1,retrieval_bias/CD016085/claude-patient-1.md,IDENTIFY,IDENTIFY,included,IDENTIFY,multicenter RCT,0,
claude-patient-2,claude,patient,2,retrieval_bias/CD016085/claude-patient-2.md,CHASE (possible trial),CHASE-MT,cochrane_awaiting,CHASE-MT,registered trial,1,The response names only 'CHASE' in its search preamble; it is mapped to the Cochrane awaiting-classification CHASE-MT registry by context.
claude-patient-2,claude,patient,2,retrieval_bias/CD016085/claude-patient-2.md,DETECT,DETECT,included,DETECT,single-center feasibility RCT,0,The cited publication also contains a meta-analysis; only its original randomized DETECT component is treated as the primary study.
claude-patient-2,claude,patient,2,retrieval_bias/CD016085/claude-patient-2.md,BP-TARGET,BP-TARGET,included,BP-TARGET,multicenter RCT,0,
claude-patient-2,claude,patient,2,retrieval_bias/CD016085/claude-patient-2.md,OPTIMAL-BP,OPTIMAL-BP,included,OPTIMAL-BP,multicenter RCT,0,The 2026 one-year report is grouped with the original OPTIMAL-BP trial.
claude-patient-2,claude,patient,2,retrieval_bias/CD016085/claude-patient-2.md,ENCHANTED2/MT,ENCHANTED2/MT,included,ENCHANTED2/MT,multicenter phase III RCT,0,
claude-patient-2,claude,patient,2,retrieval_bias/CD016085/claude-patient-2.md,BEST-II,BEST-II,included,The BEST-II,multicenter phase II RCT,0,
claude-patient-2,claude,patient,2,retrieval_bias/CD016085/claude-patient-2.md,IDENTIFY,IDENTIFY,included,IDENTIFY,multicenter RCT,0,
claude-patient-2,claude,patient,2,retrieval_bias/CD016085/claude-patient-2.md,INDIVIDUATE,INDIVIDUATE,cochrane_excluded,INDIVIDUATE,exploratory RCT,0,
claude-patient-2,claude,patient,2,retrieval_bias/CD016085/claude-patient-2.md,DETERMINE,DETERMINE,cochrane_excluded,DETERMINE,randomized-trial protocol,0,
claude-patient-2,claude,patient,2,retrieval_bias/CD016085/claude-patient-2.md,ENCHANTED,ENCHANTED,included,ENCHANTED,multicenter phase III RCT,0,
claude-patient-3,claude,patient,3,retrieval_bias/CD016085/claude-patient-3.md,ENCHANTED2/MT,ENCHANTED2/MT,included,ENCHANTED2/MT,multicenter phase III RCT,0,
claude-patient-3,claude,patient,3,retrieval_bias/CD016085/claude-patient-3.md,OPTIMAL-BP,OPTIMAL-BP,included,OPTIMAL-BP,multicenter RCT,0,The 2026 one-year report is grouped with the original OPTIMAL-BP trial.
claude-patient-3,claude,patient,3,retrieval_bias/CD016085/claude-patient-3.md,BP-TARGET,BP-TARGET,included,BP-TARGET,multicenter RCT,0,
claude-patient-3,claude,patient,3,retrieval_bias/CD016085/claude-patient-3.md,IDENTIFY,IDENTIFY,included,IDENTIFY,multicenter RCT,0,
claude-patient-3,claude,patient,3,retrieval_bias/CD016085/claude-patient-3.md,BEST-II,BEST-II,included,The BEST-II,multicenter phase II RCT,0,
