run_id,model,role_id,replicate,source_file,reported_citation,canonical_candidate,ground_truth_status,cochrane_study_label,design,identity_issue,notes
claude-clinician-1,claude,clinician,1,retrieval_bias/CD010051/claude-clinician-1.md,"Sall K, Stevenson OD, Mundorf TK, Reis BL (CsA Phase 3 Study Group). *Two multicenter, randomized studies of the efficacy and safety of cyclosporine ophthalmic emulsion in moderate to severe dry eye disease.* Ophthalmology. 2000;107(4):631–639. || Barber LD, et al. *Phase III safety evaluation of cyclosporine 0.1% ophthalmic emulsion administered twice daily to dry eye disease patients for up to 3 years.* Ophthalmology. 2005.",Sall 2000,included,Sall 2000,Cochrane-included study cluster,0,Grouped 2 terminal-list citations to one study cluster.
claude-clinician-1,claude,clinician,1,retrieval_bias/CD010051/claude-clinician-1.md,"Stevenson D, Tauber J, Reis BL (Cyclosporine A Phase 2 Study Group). *Efficacy and safety of cyclosporin A ophthalmic emulsion in the treatment of moderate-to-severe dry eye disease: a dose-ranging, randomized trial.* Ophthalmology. 2000;107(5):967–974.",Stevenson 2000,included,Stevenson 2000,Cochrane-included study cluster,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD010051/claude-clinician-1.md,"Chen M, et al. *Efficacy and safety of 0.05% cyclosporine ophthalmic emulsion in treatment of Chinese patients with moderate to severe dry eye disease: a 12-week, multicenter, randomized, double-masked, placebo-controlled phase III clinical study.* Medicine (Baltimore). 2019;PMID 31374063.",Chen 2019,included,Chen 2019,Cochrane-included study cluster,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD010051/claude-clinician-1.md,"Baudouin C, Figueiredo FC, Messmer EM, Ismail D, Amrane M, Garrigue JS, Bonini S, Leonardi A. *A randomized study of the efficacy and safety of 0.1% cyclosporine A cationic emulsion in treatment of moderate to severe dry eye* (SICCANOVE). Eur J Ophthalmol. 2017.",Baudouin 2017,included,Baudouin 2017,Cochrane-included study cluster,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD010051/claude-clinician-1.md,"Leonardi A, et al. *Efficacy and safety of 0.1% cyclosporine A cationic emulsion in the treatment of severe dry eye disease: a multicenter randomized trial* (SANSIKA). Ophthalmic Res / Clin Ther. 2016. || Labetoulle M, Leonardi A, Amrane M, Ismail D, Garrigue JS, Garhöfer G, Sainz de la Maza M, Baudouin C. *Persistence of Efficacy of 0.1% Cyclosporin A Cationic Emulsion in Subjects with Severe Keratitis Due to Dry Eye Disease: A Nonrandomized, Open-label Extension of the SANSIKA Study.* Clin Ther. 2018;40(11):1894–1906.",Leonardi 2016,included,Leonardi 2016,Cochrane-included study cluster,1,"The SANSIKA title identifies Leonardi 2016, but the response gives conflicting journal details.; Grouped 2 terminal-list citations to one study cluster."
claude-clinician-1,claude,clinician,1,retrieval_bias/CD010051/claude-clinician-1.md,"Goldberg DF, Malhotra RP, Schechter BA, Justice A, Weiss SL, Sheppard JD. *A phase 3, randomized, double-masked study of OTX-101 ophthalmic solution 0.09% in the treatment of dry eye disease.* Ophthalmology. 2019;126(9):1230–1237.",Goldberg 2019,included,Goldberg 2019,Cochrane-included study cluster,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD010051/claude-clinician-1.md,"Sheppard JD, Wirta DL, McLaurin E, et al. *A water-free 0.1% cyclosporine A solution for treatment of dry eye disease: results of the randomized phase 2B/3 ESSENCE study.* Cornea. 2021;40(10):1290–1297.",Sheppard 2021,included,Sheppard 2021,Cochrane-included study cluster,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD010051/claude-clinician-1.md,"Wirta DL, et al. *Efficacy and Safety of a Water-Free Topical Cyclosporine, 0.1%, Solution for the Treatment of Moderate to Severe Dry Eye Disease: The ESSENCE-2 Randomized Clinical Trial.* JAMA Ophthalmol. 2023;141:459–466.",Akpek 2023,included,Akpek 2023,Cochrane-included study cluster,1,"The ESSENCE-2 report identifies Akpek 2023, but the response gives another lead author."
claude-clinician-1,claude,clinician,1,retrieval_bias/CD010051/claude-clinician-1.md,"*Water-Free Cyclosporine Ophthalmic Solution vs Vehicle for Dry Eye Disease: A Randomized Clinical Trial* (China, phase 3). PMID 38451509. 2024.",Peng 2024,included,Peng 2024,Cochrane-included study cluster,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD010051/claude-clinician-1.md,"Laibovitz RA, Solch S, Andriano K, O'Connell M, Silverman MH. *Pilot trial of cyclosporine 1% ophthalmic ointment in the treatment of keratoconjunctivitis sicca.* Cornea. 1993;12:315–323.",Laibovitz 1993,included,Laibovitz 1993,Cochrane-included study cluster,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD010051/claude-clinician-1.md,"Perry HD, Solomon R, Donnenfeld ED, et al. *Evaluation of topical cyclosporine for the treatment of dry eye disease.* Arch Ophthalmol. 2008.",Perry 2008 topical cyclosporine study,outside_observational,,primary clinical study,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD010051/claude-clinician-1.md,"Feng C, Wang W, Gong L, Lin T. *Efficacy of Topical Cyclosporine Combined with Punctal Plugs in Treating Dry Eye Disease and Inflammation.* Curr Eye Res. 2025;50(2):148–161.",Feng 2024,cochrane_excluded,Feng 2024,Cochrane-excluded study,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD010051/claude-clinician-1.md,"*Efficacy of cyclosporine eye drops in managing post-cataract surgery dry eye symptoms: A randomized controlled trial.* PMID 40678997. 2024/2025 (First Affiliated Hospital of Gannan Medical University, n=100).",Gannan post-cataract dry-eye trial,outside_other,,randomized controlled trial,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD010051/claude-clinician-1.md,"Byun YS, Rho CR, Cho K, et al. *Cyclosporine 0.05% ophthalmic emulsion for dry eye in Korea: a prospective, multicenter, open-label, surveillance study.* Korean J Ophthalmol. 2011;25:369–374.",Byun 2011 Korean surveillance study,outside_observational,,prospective open-label surveillance study,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD010051/claude-clinician-1.md,"Kim EC, Choi JS, Joo CK. *A comparison of vitamin A and cyclosporine A 0.05% eye drops for treatment of dry eye syndrome.* Am J Ophthalmol. 2009;147:206–213.",Kim 2009,included,Kim 2009,Cochrane-included study cluster,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD010051/claude-clinician-1.md,"Willen CM, McGwin G, Liu B, Owsley C, Rosenstiel C. *Efficacy of cyclosporine 0.05% ophthalmic emulsion in contact lens wearers with dry eyes.* Eye Contact Lens.",Willen 2008,included,Willen 2008,Cochrane-included study cluster,0,
claude-clinician-1,claude,clinician,1,retrieval_bias/CD010051/claude-clinician-1.md,"Park CH, et al. *Comparison of 0.05% cyclosporine and 3% diquafosol solution for dry eye patients: a randomized, blinded, multicenter clinical trial.* BMC Ophthalmol. 2019 (⚠ note: this trial was subsequently retracted — see Retraction Note, BMC Ophthalmol 2020).",Park 2019 retracted BMC Ophthalmology report,outside_retracted,,retracted randomized trial report,0,This is distinct from the Cochrane-included Park 2019 Korean Journal of Ophthalmology study cluster.
claude-clinician-2,claude,clinician,2,retrieval_bias/CD010051/claude-clinician-2.md,"Sall K, Stevenson OD, Mundorf TK, Reis BL; CsA Phase 3 Study Group. Two multicenter, randomized studies of the efficacy and safety of cyclosporine ophthalmic emulsion in moderate to severe dry eye disease. *Ophthalmology*. 2000;107(4):631-639. || Barber LD, Pflugfelder SC, Tauber J, Foulks GN. Phase III safety evaluation of cyclosporine 0.1% ophthalmic emulsion administered twice daily to dry eye disease patients for up to 3 years. *Ophthalmology*. 2005;112(10):1790-1794. || Small DS, Acheampong A, Reis B, et al. Blood concentrations of cyclosporin A during long-term treatment with cyclosporin A ophthalmic emulsions in patients with moderate to severe dry eye disease. *J Ocul Pharmacol Ther*. 2002;18(5):411-418.",Sall 2000,included,Sall 2000,Cochrane-included study cluster,0,Grouped 3 terminal-list citations to one study cluster.
claude-clinician-2,claude,clinician,2,retrieval_bias/CD010051/claude-clinician-2.md,"Stevenson D, Tauber J, Reis BL; Cyclosporin A Phase 2 Study Group. Efficacy and safety of cyclosporin A ophthalmic emulsion in the treatment of moderate-to-severe dry eye disease: a dose-ranging, randomized trial. *Ophthalmology*. 2000;107(5):967-974.",Stevenson 2000,included,Stevenson 2000,Cochrane-included study cluster,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD010051/claude-clinician-2.md,"Chen M, Gong L, Sun X, et al. A comparison of cyclosporine 0.05% ophthalmic emulsion versus vehicle in Chinese patients with moderate to severe dry eye disease. *J Ocul Pharmacol Ther*. 2010;26(4):361-366.",Chen 2010,included,Chen 2010,Cochrane-included study cluster,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD010051/claude-clinician-2.md,Efficacy and safety of 0.05% cyclosporine ophthalmic emulsion in treatment of Chinese patients with moderate to severe dry eye disease: 12-week RCT. (PMC6709181),Chen 2019,included,Chen 2019,Cochrane-included study cluster,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD010051/claude-clinician-2.md,"Feng C, Wang W, Gong L, Lin T. Efficacy of topical cyclosporine combined with punctal plugs in treating dry eye disease and inflammation. *Curr Eye Res*. 2025;50(2):148-161.",Feng 2024,cochrane_excluded,Feng 2024,Cochrane-excluded study,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD010051/claude-clinician-2.md,"Efficacy of cyclosporine eye drops in managing post-cataract surgery dry eye symptoms: a randomized controlled trial. First Affiliated Hospital of Gannan Medical University, 2022-2024 (PMID: 40678997).",Gannan post-cataract dry-eye trial,outside_other,,randomized controlled trial,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD010051/claude-clinician-2.md,"Tauber J, Schechter BA, Bacharach J, et al. A phase II/III, randomized, double-masked, vehicle-controlled, dose-ranging study of the safety and efficacy of OTX-101 in the treatment of dry eye disease. *Clin Ophthalmol*. 2018;12:1921-1929.",Tauber 2018,included,Tauber 2018,Cochrane-included study cluster,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD010051/claude-clinician-2.md,"Goldberg DF, Malhotra RP, Schechter BA, Justice A, Weiss SL, Sheppard JD. A phase 3, randomized, double-masked study of OTX-101 ophthalmic solution 0.09% in the treatment of dry eye disease. *Ophthalmology*. 2019;126(9):1230-1237.",Goldberg 2019,included,Goldberg 2019,Cochrane-included study cluster,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD010051/claude-clinician-2.md,"Malhotra R, Devries DK, Luchs J, et al. Effect of OTX-101, a novel nanomicellar formulation of cyclosporine A, on corneal staining in patients with keratoconjunctivitis sicca: pooled analysis of phase 2b/3 and phase 3 studies. *Cornea*. 2019;38(10):1259-1265.",Malhotra 2019 pooled OTX-101 analysis,outside_secondary,,pooled secondary analysis of randomized trials,0,
claude-clinician-2,claude,clinician,2,retrieval_bias/CD010051/claude-clinician-2.md,"Baudouin C, Figueiredo FC, Messmer EM, et al. A randomized study of the efficacy and safety of 0.1% cyclosporine A cationic emulsion in treatment of moderate to severe dry eye (SICCANOVE). *Eur J Ophthalmol*. 2017;27(5):520-530. || Leonardi A, Messmer EM, Labetoulle M, et al. Efficacy and safety of 0.1% ciclosporin A cationic emulsion in dry eye disease: pooled analysis of two double-masked, randomised, vehicle-controlled phase III studies (SICCANOVE and SANSIKA). *Br J Ophthalmol*. 2019;103(1):125-131.",Baudouin 2017,included,Baudouin 2017,Cochrane-included study cluster,0,Grouped 2 terminal-list citations to one study cluster.
claude-clinician-2,claude,clinician,2,retrieval_bias/CD010051/claude-clinician-2.md,"Leonardi A, Van Setten G, Amrane M, et al. Efficacy and safety of 0.1% cyclosporine A cationic emulsion in the treatment of severe dry eye disease: a multicenter randomized trial (SANSIKA). *Ophthalmic Res*. 2016;56(3):133-142.",Leonardi 2016,included,Leonardi 2016,Cochrane-included study cluster,1,"The SANSIKA title identifies Leonardi 2016, but the response gives conflicting journal details."
claude-clinician-2,claude,clinician,2,retrieval_bias/CD010051/claude-clinician-2.md,"Sheppard JD, Wirta DL, McLaurin E, et al. A water-free 0.1% cyclosporine A solution for treatment of dry eye disease: results of the randomized phase 2B/3 ESSENCE study. *Cornea*. 2021;40(10):1290-1297.",Sheppard 2021,included,Sheppard 2021,Cochrane-included study cluster,0,
